""	"yr"	"individ_dbid"	"cohort"	"prev_fall"	"spring"	"fall"	"success"	"age"	"summergain"	"winterloss"	"max_snow"	"winter_dens"	"summer_dens"	"spr"	"max"
"39"	2004	5103	1999	68.8	75.4	74.8	1	5	-0.600000000000009	6.60000000000001	1500.604	1.253623188	4.94017094	169.64	0.3464
"40"	2004	5106	2001	69.8	80.2	83.2	1	3	3	10.4	1500.604	1.253623188	4.94017094	169.64	0.3464
"41"	2004	5108	1999	73.2	76.2	75.6	1	5	-0.600000000000009	3	1500.604	1.253623188	4.94017094	169.64	0.3464
"42"	2004	5111	2002	67.8	69.6	73.8	1	2	4.2	1.8	1500.604	1.253623188	4.94017094	169.64	0.3464
"43"	2004	5113	2000	70.6	79	77.2	1	4	-1.8	8.40000000000001	1500.604	1.253623188	4.94017094	169.64	0.3464
"44"	2004	5116	2000	60.8	71.2	67.6	1	4	-3.60000000000001	10.4	1500.604	1.253623188	4.94017094	169.64	0.3464
"45"	2004	5118	1999	77.4	85	82.8	1	5	-2.2	7.59999999999999	1500.604	1.253623188	4.94017094	169.64	0.3464
"46"	2004	5119	2001	64	73.8	70.8	1	3	-3	9.8	1500.604	1.253623188	4.94017094	169.64	0.3464
"47"	2004	5132	2002	55.4	59.6	61.4	1	2	1.8	4.2	1500.604	1.253623188	4.94017094	169.64	0.3464
"48"	2004	5135	2002	55.2	57.4	62.4	1	2	5	2.2	1500.604	1.253623188	4.94017094	169.64	0.3464
"49"	2004	5136	2000	68.2	75.4	73	1	4	-2.40000000000001	7.2	1500.604	1.253623188	4.94017094	169.64	0.3464
"50"	2004	5138	2000	70.4	76.6	78.8	1	4	2.2	6.19999999999999	1500.604	1.253623188	4.94017094	169.64	0.3464
"51"	2004	5140	2000	75.8	88.4	86	1	4	-2.40000000000001	12.6	1500.604	1.253623188	4.94017094	169.64	0.3464
"52"	2004	5142	1999	68.6	70	70.6	1	5	0.599999999999994	1.40000000000001	1500.604	1.253623188	4.94017094	169.64	0.3464
"53"	2004	5149	1999	70.8	75.2	67	1	5	-8.2	4.40000000000001	1500.604	1.253623188	4.94017094	169.64	0.3464
"54"	2004	5163	2000	69.2	75.6	73.6	1	4	-2	6.39999999999999	1500.604	1.253623188	4.94017094	169.64	0.3464
"55"	2004	5166	2000	69	69.8	78.8	1	4	9	0.799999999999997	1500.604	1.253623188	4.94017094	169.64	0.3464
"56"	2004	5167	1999	74	77.2	79.4	1	5	2.2	3.2	1500.604	1.253623188	4.94017094	169.64	0.3464
"57"	2004	5171	1999	66.2	71.4	67.6	1	5	-3.80000000000001	5.2	1500.604	1.253623188	4.94017094	169.64	0.3464
"58"	2004	5172	2000	62.4	69	73.2	1	4	4.2	6.6	1500.604	1.253623188	4.94017094	169.64	0.3464
"59"	2004	5173	2002	57.6	60	71.6	1	2	11.6	2.4	1500.604	1.253623188	4.94017094	169.64	0.3464
"60"	2004	5175	2002	58.4	64	65.6	1	2	1.59999999999999	5.6	1500.604	1.253623188	4.94017094	169.64	0.3464
"61"	2004	5405	2000	63.4	70.2	70.4	1	4	0.200000000000003	6.8	1500.604	1.253623188	4.94017094	169.64	0.3464
"62"	2005	5017	2000	75.2	71.4	79.4	1	5	8	-3.8	2589.554	2.003623188	6.192307692	175.61	0.3684
"63"	2005	5030	1999	69.5	81.6	80.4	1	6	-1.19999999999999	12.1	2589.554	2.003623188	6.192307692	175.61	0.3684
"64"	2005	5037	1999	75.6	81.2	81.2	1	6	0	5.60000000000001	2589.554	2.003623188	6.192307692	175.61	0.3684
"65"	2005	5040	1999	78.8	75.8	80	1	6	4.2	-3	2589.554	2.003623188	6.192307692	175.61	0.3684
"66"	2005	5046	2000	73	80	77.8	0	5	-2.2	7	2589.554	2.003623188	6.192307692	175.61	0.3684
"67"	2005	5050	1999	68	71.4	71.6	1	6	0.199999999999989	3.40000000000001	2589.554	2.003623188	6.192307692	175.61	0.3684
"68"	2005	5072	2000	76.6	73.2	72.4	1	5	-0.799999999999997	-3.39999999999999	2589.554	2.003623188	6.192307692	175.61	0.3684
"69"	2005	5080	2000	63.6	65.2	64.4	1	5	-0.799999999999997	1.6	2589.554	2.003623188	6.192307692	175.61	0.3684
"70"	2005	5083	2000	79.2	80.2	81	1	5	0.799999999999997	1	2589.554	2.003623188	6.192307692	175.61	0.3684
"71"	2005	5086	2000	82	88	82	1	5	-6	6	2589.554	2.003623188	6.192307692	175.61	0.3684
"72"	2005	5089	2000	72.4	69.8	75.8	1	5	6	-2.60000000000001	2589.554	2.003623188	6.192307692	175.61	0.3684
"73"	2005	5091	2002	65	62.4	71.2	0	3	8.8	-2.6	2589.554	2.003623188	6.192307692	175.61	0.3684
"74"	2005	5093	2002	69	62.4	72.8	0	3	10.4	-6.6	2589.554	2.003623188	6.192307692	175.61	0.3684
"75"	2005	5094	1999	72.4	72.4	72.8	1	6	0.399999999999991	0	2589.554	2.003623188	6.192307692	175.61	0.3684
"76"	2005	5097	1999	72.8	78	79	1	6	1	5.2	2589.554	2.003623188	6.192307692	175.61	0.3684
"77"	2005	5103	1999	74.8	76.2	75	1	6	-1.2	1.40000000000001	2589.554	2.003623188	6.192307692	175.61	0.3684
"78"	2005	5104	2001	79.4	76.4	81.4	1	4	5	-3	2589.554	2.003623188	6.192307692	175.61	0.3684
"79"	2005	5106	2001	83.2	85.2	83.6	1	4	-1.60000000000001	2	2589.554	2.003623188	6.192307692	175.61	0.3684
"80"	2005	5111	2002	73.8	67.8	81.6	0	3	13.8	-6	2589.554	2.003623188	6.192307692	175.61	0.3684
"81"	2005	5113	2000	77.2	71.2	73.6	1	5	2.39999999999999	-6	2589.554	2.003623188	6.192307692	175.61	0.3684
"82"	2005	5116	2000	67.6	68.2	80.4	0	5	12.2	0.600000000000009	2589.554	2.003623188	6.192307692	175.61	0.3684
"83"	2005	5119	2001	70.8	69	75	0	4	6	-1.8	2589.554	2.003623188	6.192307692	175.61	0.3684
"84"	2005	5132	2002	61.4	63.6	64.4	1	3	0.800000000000004	2.2	2589.554	2.003623188	6.192307692	175.61	0.3684
"85"	2005	5135	2002	62.4	61.8	74.8	0	3	13	-0.600000000000001	2589.554	2.003623188	6.192307692	175.61	0.3684
"86"	2005	5138	2000	78.8	75	80.6	0	5	5.59999999999999	-3.8	2589.554	2.003623188	6.192307692	175.61	0.3684
"87"	2005	5140	2000	86	90.4	86.4	1	5	-4	4.40000000000001	2589.554	2.003623188	6.192307692	175.61	0.3684
"88"	2005	5142	1999	70.6	64.6	77.5	1	6	12.9	-6	2589.554	2.003623188	6.192307692	175.61	0.3684
"89"	2005	5145	1999	81.8	76	78.8	1	6	2.8	-5.8	2589.554	2.003623188	6.192307692	175.61	0.3684
"90"	2005	5149	1999	67	73.4	78.8	1	6	5.39999999999999	6.40000000000001	2589.554	2.003623188	6.192307692	175.61	0.3684
"91"	2005	5162	2002	71	67.4	71	1	3	3.59999999999999	-3.59999999999999	2589.554	2.003623188	6.192307692	175.61	0.3684
"92"	2005	5163	2000	73.6	73.8	74.6	1	5	0.799999999999997	0.200000000000003	2589.554	2.003623188	6.192307692	175.61	0.3684
"93"	2005	5166	2000	78.8	72.6	74.6	1	5	2	-6.2	2589.554	2.003623188	6.192307692	175.61	0.3684
"94"	2005	5167	1999	79.4	80.4	77.6	1	6	-2.80000000000001	1	2589.554	2.003623188	6.192307692	175.61	0.3684
"95"	2005	5170	2000	73.2	73	73.4	1	5	0.400000000000006	-0.200000000000003	2589.554	2.003623188	6.192307692	175.61	0.3684
"96"	2005	5171	1999	67.6	72	75.4	0	6	3.40000000000001	4.40000000000001	2589.554	2.003623188	6.192307692	175.61	0.3684
"97"	2005	5172	2000	73.2	69.2	73.4	1	5	4.2	-4	2589.554	2.003623188	6.192307692	175.61	0.3684
"98"	2005	5173	2002	71.6	65.4	75.8	0	3	10.4	-6.19999999999999	2589.554	2.003623188	6.192307692	175.61	0.3684
"99"	2005	5175	2002	65.6	60.4	68.2	1	3	7.8	-5.2	2589.554	2.003623188	6.192307692	175.61	0.3684
"100"	2005	5215	2003	70.4	67.2	84	0	2	16.8	-3.2	2589.554	2.003623188	6.192307692	175.61	0.3684
"101"	2005	5231	2001	64.2	57.6	67.2	1	4	9.6	-6.6	2589.554	2.003623188	6.192307692	175.61	0.3684
"102"	2005	5243	2001	71	70	71	1	4	1	-1	2589.554	2.003623188	6.192307692	175.61	0.3684
"103"	2005	5253	1999	82.4	81	75.6	1	6	-5.40000000000001	-1.40000000000001	2589.554	2.003623188	6.192307692	175.61	0.3684
"104"	2005	5263	2002	66.6	65	71	1	3	6	-1.59999999999999	2589.554	2.003623188	6.192307692	175.61	0.3684
"105"	2005	5294	1999	82.8	82.6	81.2	1	6	-1.39999999999999	-0.200000000000003	2589.554	2.003623188	6.192307692	175.61	0.3684
"106"	2005	5304	2003	67.2	68.6	72.8	1	2	4.2	1.39999999999999	2589.554	2.003623188	6.192307692	175.61	0.3684
"107"	2005	5314	2002	63.2	55.8	67.4	0	3	11.6	-7.40000000000001	2589.554	2.003623188	6.192307692	175.61	0.3684
"108"	2005	5342	2002	74.6	70.6	77.6	1	3	7	-4	2589.554	2.003623188	6.192307692	175.61	0.3684
"109"	2005	5376	2003	66.4	64.2	61.6	1	2	-2.6	-2.2	2589.554	2.003623188	6.192307692	175.61	0.3684
"110"	2005	5386	2002	66	62.6	69.4	1	3	6.8	-3.4	2589.554	2.003623188	6.192307692	175.61	0.3684
"111"	2005	5389	2001	77	74.4	82.4	1	4	8	-2.59999999999999	2589.554	2.003623188	6.192307692	175.61	0.3684
"112"	2005	5405	2000	70.4	69.6	72.2	1	5	2.60000000000001	-0.800000000000011	2589.554	2.003623188	6.192307692	175.61	0.3684
"113"	2005	5407	2003	65.2	65.4	70.2	0	2	4.8	0.200000000000003	2589.554	2.003623188	6.192307692	175.61	0.3684
"114"	2005	5423	2001	66.6	66	68	1	4	2	-0.599999999999994	2589.554	2.003623188	6.192307692	175.61	0.3684
"115"	2005	5429	2003	65.6	64.8	73.6	0	2	8.8	-0.799999999999997	2589.554	2.003623188	6.192307692	175.61	0.3684
"116"	2006	5017	2000	79.4	82.6	81.4	1	6	-1.19999999999999	3.19999999999999	1220.646	2.148550725	6.11965812	161.9	0.3371
"117"	2006	5030	1999	80.4	85.2	77.6	1	7	-7.60000000000001	4.8	1220.646	2.148550725	6.11965812	161.9	0.3371
"118"	2006	5037	1999	81.2	84	75.2	1	7	-8.8	2.8	1220.646	2.148550725	6.11965812	161.9	0.3371
"119"	2006	5040	1999	80	80.6	80.4	1	7	-0.199999999999989	0.599999999999994	1220.646	2.148550725	6.11965812	161.9	0.3371
"120"	2006	5072	2000	72.4	76.2	72.6	1	6	-3.60000000000001	3.8	1220.646	2.148550725	6.11965812	161.9	0.3371
"121"	2006	5078	2002	64	62	62.4	1	4	0.399999999999999	-2	1220.646	2.148550725	6.11965812	161.9	0.3371
"122"	2006	5089	2000	75.8	75.2	76.8	1	6	1.59999999999999	-0.599999999999994	1220.646	2.148550725	6.11965812	161.9	0.3371
"123"	2006	5091	2002	71.2	72	67.6	1	4	-4.40000000000001	0.799999999999997	1220.646	2.148550725	6.11965812	161.9	0.3371
"124"	2006	5093	2002	72.8	70.8	70.4	1	4	-0.399999999999991	-2	1220.646	2.148550725	6.11965812	161.9	0.3371
"125"	2006	5094	1999	72.8	78.2	74	1	7	-4.2	5.40000000000001	1220.646	2.148550725	6.11965812	161.9	0.3371
"126"	2006	5103	1999	75	77.6	75	1	7	-2.59999999999999	2.59999999999999	1220.646	2.148550725	6.11965812	161.9	0.3371
"127"	2006	5104	2001	81.4	80.6	76.4	1	5	-4.19999999999999	-0.800000000000011	1220.646	2.148550725	6.11965812	161.9	0.3371
"128"	2006	5116	2000	80.4	83.4	68.2	1	6	-15.2	3	1220.646	2.148550725	6.11965812	161.9	0.3371
"129"	2006	5119	2001	75	80.6	75.6	1	5	-5	5.59999999999999	1220.646	2.148550725	6.11965812	161.9	0.3371
"130"	2006	5132	2002	64.4	71.8	67.6	1	4	-4.2	7.39999999999999	1220.646	2.148550725	6.11965812	161.9	0.3371
"131"	2006	5135	2002	74.8	71.2	69.8	1	4	-1.40000000000001	-3.59999999999999	1220.646	2.148550725	6.11965812	161.9	0.3371
"132"	2006	5149	1999	78.8	84.8	78.4	1	7	-6.39999999999999	6	1220.646	2.148550725	6.11965812	161.9	0.3371
"133"	2006	5163	2000	74.6	75.2	75.6	1	6	0.399999999999991	0.600000000000009	1220.646	2.148550725	6.11965812	161.9	0.3371
"134"	2006	5170	2000	73.4	77.2	74	1	6	-3.2	3.8	1220.646	2.148550725	6.11965812	161.9	0.3371
"135"	2006	5171	1999	75.4	77.4	70.8	1	7	-6.60000000000001	2	1220.646	2.148550725	6.11965812	161.9	0.3371
"136"	2006	5172	2000	73.4	73	70.4	1	6	-2.59999999999999	-0.400000000000006	1220.646	2.148550725	6.11965812	161.9	0.3371
"137"	2006	5173	2002	75.8	76.2	74.2	1	4	-2	0.400000000000006	1220.646	2.148550725	6.11965812	161.9	0.3371
"138"	2006	5175	2002	68.2	70.6	71.2	1	4	0.600000000000009	2.39999999999999	1220.646	2.148550725	6.11965812	161.9	0.3371
"139"	2006	5215	2003	84	76.8	92.6	0	3	15.8	-7.2	1220.646	2.148550725	6.11965812	161.9	0.3371
"140"	2006	5220	2004	61.8	60	67.6	0	2	7.59999999999999	-1.8	1220.646	2.148550725	6.11965812	161.9	0.3371
"141"	2006	5221	2004	59.4	63.6	62.2	1	2	-1.4	4.2	1220.646	2.148550725	6.11965812	161.9	0.3371
"142"	2006	5228	2004	58.6	49.6	65.4	0	2	15.8	-9	1220.646	2.148550725	6.11965812	161.9	0.3371
"143"	2006	5231	2001	67.2	63.2	71.8	0	5	8.59999999999999	-4	1220.646	2.148550725	6.11965812	161.9	0.3371
"144"	2006	5232	2004	58.6	59.2	58.2	1	2	-1	0.600000000000001	1220.646	2.148550725	6.11965812	161.9	0.3371
"145"	2006	5234	2003	71.6	73.2	74.8	1	3	1.59999999999999	1.60000000000001	1220.646	2.148550725	6.11965812	161.9	0.3371
"146"	2006	5237	2003	77	77.2	76.2	1	3	-1	0.200000000000003	1220.646	2.148550725	6.11965812	161.9	0.3371
"147"	2006	5243	2001	71	73	71.2	1	5	-1.8	2	1220.646	2.148550725	6.11965812	161.9	0.3371
"148"	2006	5253	1999	75.6	79.4	74	1	7	-5.40000000000001	3.80000000000001	1220.646	2.148550725	6.11965812	161.9	0.3371
"149"	2006	5263	2002	71	72.6	70.2	0	4	-2.39999999999999	1.59999999999999	1220.646	2.148550725	6.11965812	161.9	0.3371
"150"	2006	5281	2003	65.8	68	68.8	1	3	0.799999999999997	2.2	1220.646	2.148550725	6.11965812	161.9	0.3371
"151"	2006	5290	2004	64.4	62.6	69.2	0	2	6.6	-1.8	1220.646	2.148550725	6.11965812	161.9	0.3371
"152"	2006	5293	2001	75.5	81.2	75	1	5	-6.2	5.7	1220.646	2.148550725	6.11965812	161.9	0.3371
"153"	2006	5304	2003	72.8	76.6	75	1	3	-1.59999999999999	3.8	1220.646	2.148550725	6.11965812	161.9	0.3371
"154"	2006	5376	2003	61.6	70.2	70	1	3	-0.200000000000003	8.6	1220.646	2.148550725	6.11965812	161.9	0.3371
"155"	2006	5386	2002	69.4	71.8	70.2	1	4	-1.59999999999999	2.39999999999999	1220.646	2.148550725	6.11965812	161.9	0.3371
"156"	2006	5407	2003	70.2	73.4	74.2	1	3	0.799999999999997	3.2	1220.646	2.148550725	6.11965812	161.9	0.3371
"157"	2006	5413	2004	67.6	64.8	75.6	0	2	10.8	-2.8	1220.646	2.148550725	6.11965812	161.9	0.3371
"158"	2006	5414	2004	60.2	63.2	63.4	1	2	0.199999999999996	3	1220.646	2.148550725	6.11965812	161.9	0.3371
"159"	2006	5419	2004	60.6	62.2	59	1	2	-3.2	1.6	1220.646	2.148550725	6.11965812	161.9	0.3371
"160"	2006	5423	2001	68	79.2	75.8	1	5	-3.40000000000001	11.2	1220.646	2.148550725	6.11965812	161.9	0.3371
"161"	2006	5430	2004	68.2	57.2	79.6	0	2	22.4	-11	1220.646	2.148550725	6.11965812	161.9	0.3371
"162"	2006	5433	2004	58.5	56	59.4	0	2	3.4	-2.5	1220.646	2.148550725	6.11965812	161.9	0.3371
"163"	2006	5434	2004	64	69.6	66.6	1	2	-3	5.59999999999999	1220.646	2.148550725	6.11965812	161.9	0.3371
"164"	2006	5439	2004	60.4	58.6	60.4	1	2	1.8	-1.8	1220.646	2.148550725	6.11965812	161.9	0.3371
"165"	2006	5440	2004	54.8	56.8	56.8	1	2	0	2	1220.646	2.148550725	6.11965812	161.9	0.3371
"166"	2006	5441	2004	66	66.8	69.8	1	2	3	0.799999999999997	1220.646	2.148550725	6.11965812	161.9	0.3371
"167"	2007	5072	2000	72.6	71.6	70.2	1	7	-1.39999999999999	-1	1322.475	2.398550725	6.935897436	167.83	0.3477
"168"	2007	5078	2002	62.4	53	60.2	0	5	7.2	-9.4	1322.475	2.398550725	6.935897436	167.83	0.3477
"169"	2007	5089	2000	76.8	68.2	77.2	1	7	9	-8.59999999999999	1322.475	2.398550725	6.935897436	167.83	0.3477
"170"	2007	5093	2002	70.4	64	71.6	1	5	7.59999999999999	-6.40000000000001	1322.475	2.398550725	6.935897436	167.83	0.3477
"171"	2007	5116	2000	68.2	71.6	72	1	7	0.400000000000006	3.39999999999999	1322.475	2.398550725	6.935897436	167.83	0.3477
"172"	2007	5119	2001	75.6	71	69.6	1	6	-1.40000000000001	-4.59999999999999	1322.475	2.398550725	6.935897436	167.83	0.3477
"173"	2007	5132	2002	67.6	67	68	1	5	1	-0.599999999999994	1322.475	2.398550725	6.935897436	167.83	0.3477
"174"	2007	5135	2002	69.8	63.8	68.6	1	5	4.8	-6	1322.475	2.398550725	6.935897436	167.83	0.3477
"175"	2007	5149	1999	78.4	76.6	76.6	1	8	0	-1.80000000000001	1322.475	2.398550725	6.935897436	167.83	0.3477
"176"	2007	5167	1999	72.4	80.4	67.2	1	8	-13.2	8	1322.475	2.398550725	6.935897436	167.83	0.3477
"177"	2007	5175	2002	71.2	63.8	70.8	1	5	7	-7.40000000000001	1322.475	2.398550725	6.935897436	167.83	0.3477
"178"	2007	5220	2004	67.6	63.8	69.4	0	3	5.60000000000001	-3.8	1322.475	2.398550725	6.935897436	167.83	0.3477
"179"	2007	5221	2004	62.2	55.8	64	1	3	8.2	-6.40000000000001	1322.475	2.398550725	6.935897436	167.83	0.3477
"180"	2007	5234	2003	74.8	66.8	75.8	1	4	9	-8	1322.475	2.398550725	6.935897436	167.83	0.3477
"181"	2007	5243	2001	71.2	67.4	72.4	0	6	5	-3.8	1322.475	2.398550725	6.935897436	167.83	0.3477
"182"	2007	5263	2002	70.2	65.8	78.2	0	5	12.4	-4.40000000000001	1322.475	2.398550725	6.935897436	167.83	0.3477
"183"	2007	5281	2003	68.8	62.6	64	1	4	1.4	-6.2	1322.475	2.398550725	6.935897436	167.83	0.3477
"184"	2007	5288	2005	66.8	66.6	72.4	0	2	5.80000000000001	-0.200000000000003	1322.475	2.398550725	6.935897436	167.83	0.3477
"185"	2007	5292	2003	71.6	68.2	69.8	1	4	1.59999999999999	-3.39999999999999	1322.475	2.398550725	6.935897436	167.83	0.3477
"186"	2007	5294	1999	82	78.6	78.8	1	8	0.200000000000003	-3.40000000000001	1322.475	2.398550725	6.935897436	167.83	0.3477
"187"	2007	5386	2002	70.2	69	68	1	5	-1	-1.2	1322.475	2.398550725	6.935897436	167.83	0.3477
"188"	2007	5413	2004	75.6	67.4	70	1	3	2.59999999999999	-8.19999999999999	1322.475	2.398550725	6.935897436	167.83	0.3477
"189"	2007	5414	2004	63.4	58	71.8	0	3	13.8	-5.4	1322.475	2.398550725	6.935897436	167.83	0.3477
"190"	2007	5430	2004	79.6	74	77.4	0	3	3.40000000000001	-5.59999999999999	1322.475	2.398550725	6.935897436	167.83	0.3477
"191"	2007	5439	2004	60.4	55.8	71.4	0	3	15.6	-4.6	1322.475	2.398550725	6.935897436	167.83	0.3477
"192"	2007	5440	2004	56.8	52	59.8	1	3	7.8	-4.8	1322.475	2.398550725	6.935897436	167.83	0.3477
"193"	2007	5441	2004	69.8	65.4	62.2	1	3	-3.2	-4.39999999999999	1322.475	2.398550725	6.935897436	167.83	0.3477
"194"	2007	5452	2005	62.4	59.8	61.4	1	2	1.6	-2.6	1322.475	2.398550725	6.935897436	167.83	0.3477
"195"	2007	5459	2005	51.8	45.6	55.6	0	2	10	-6.2	1322.475	2.398550725	6.935897436	167.83	0.3477
"196"	2007	5461	2005	59	52.8	65.8	0	2	13	-6.2	1322.475	2.398550725	6.935897436	167.83	0.3477
"197"	2007	5467	2005	50.2	47.8	59.4	0	2	11.6	-2.40000000000001	1322.475	2.398550725	6.935897436	167.83	0.3477
"198"	2007	5472	2005	68.8	61.8	65	1	2	3.2	-7	1322.475	2.398550725	6.935897436	167.83	0.3477
"199"	2007	5474	2005	61.6	53.8	58.4	1	2	4.6	-7.8	1322.475	2.398550725	6.935897436	167.83	0.3477
"200"	2007	5476	2005	63.8	62.4	69.8	0	2	7.4	-1.4	1322.475	2.398550725	6.935897436	167.83	0.3477
"201"	2007	5482	2005	59.2	58.4	69.4	0	2	11	-0.800000000000004	1322.475	2.398550725	6.935897436	167.83	0.3477
"202"	2007	5497	2004	64.4	60.8	65.6	1	3	4.8	-3.60000000000001	1322.475	2.398550725	6.935897436	167.83	0.3477
"203"	2007	5508	2005	59.8	55	63	1	2	8	-4.8	1322.475	2.398550725	6.935897436	167.83	0.3477
"204"	2007	5540	2005	62.6	58.2	70.8	0	2	12.6	-4.4	1322.475	2.398550725	6.935897436	167.83	0.3477
"205"	2008	5040	1999	78.2	73.6	77	1	9	3.40000000000001	-4.60000000000001	1205.188	2.434782609	5.974358974	180.39	0.3272
"206"	2008	5093	2002	71.6	68.8	69.4	1	6	0.600000000000009	-2.8	1205.188	2.434782609	5.974358974	180.39	0.3272
"207"	2008	5103	1999	70.4	69.2	74.2	1	9	5	-1.2	1205.188	2.434782609	5.974358974	180.39	0.3272
"208"	2008	5111	2002	81.6	76.6	80	1	6	3.40000000000001	-5	1205.188	2.434782609	5.974358974	180.39	0.3272
"209"	2008	5119	2001	69.6	69	71	1	7	2	-0.599999999999994	1205.188	2.434782609	5.974358974	180.39	0.3272
"210"	2008	5132	2002	68	68.6	69.4	1	6	0.800000000000011	0.599999999999994	1205.188	2.434782609	5.974358974	180.39	0.3272
"211"	2008	5135	2002	68.6	68.4	78.8	1	6	10.4	-0.199999999999989	1205.188	2.434782609	5.974358974	180.39	0.3272
"212"	2008	5163	2000	70	66.2	72.6	0	8	6.39999999999999	-3.8	1205.188	2.434782609	5.974358974	180.39	0.3272
